id,objectType,actor,verb,postedTime,generator,provider,link,body,object,favoritesCount,twitter_entities,twitter_filter_level,retweetCount,info,location,inReplyTo
"tag:search.twitter.com,2005:727077814822801408",activity,object,post,2016-05-02T10:10:34.000Z,object,object,http://twitter.com/TodaysCarNews/statuses/727077814822801408,Facelifted Volkswagen Amarok Gets New 3.5-Liter V6: Set to go on sale over the next few mont... https://t.co/thMganE5Ne #cars #carscoops,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:727078311965270017",activity,object,share,2016-05-02T10:12:32.000Z,object,object,http://twitter.com/cindiloo123/statuses/727078311965270017,RT @Conservative_VW: It will be such a relief to have someone in office that understands business and isn't a bought crony politician‼️ htt…,object,0,object,low,206,-,-,-
"tag:search.twitter.com,2005:727079006948958208",activity,object,share,2016-05-02T10:15:18.000Z,object,object,http://twitter.com/Hanna__Nichole/statuses/727079006948958208,RT @beetlebug1938: Me and coco. #vw #volkswagen #beetle #bug #vwbug #vwbeetle #vocho #vosvos #fusca #vintagevw #classic #classicvw #vi… htt…,object,0,object,low,1,-,-,-
"tag:search.twitter.com,2005:727079403344281600",activity,object,share,2016-05-02T10:16:52.000Z,object,object,http://twitter.com/EricTheCarGuy/statuses/727079403344281600,RT @theautowriter: VW sees light at end of tunnel after U.S. emissions deal https://t.co/D88oSMqHpj via @Reuters,object,0,object,low,1,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,object,-,-
"tag:search.twitter.com,2005:653898208284930048",activity,object,post,2015-10-13T11:40:56.000Z,object,object,http://twitter.com/EINSoftwareNews/statuses/653898208284930048,Volkswagen to switch to new diesel emissions technology in Europe and North America and cut investment http://t.co/jUfF51w2FU,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653898207844544512",activity,object,post,2015-10-13T11:40:56.000Z,object,object,http://twitter.com/cmroberson06/statuses/653898207844544512,Volkswagen to cut spending by $1.1bn &amp; more focus on plug-in hybrids &amp; other electric-powered vehicles http://t.co/5cNeTDgzh9 via @business,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653898111924867072",activity,object,post,2015-10-13T11:40:33.000Z,object,object,http://twitter.com/MadBiz/statuses/653898111924867072,German investor confidence down as VW adds to worries http://t.co/tHXHJygLFZ,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653898056224653312",activity,object,post,2015-10-13T11:40:20.000Z,object,object,http://twitter.com/yourconnexion/statuses/653898056224653312,"The Investment Tax Credit, the Clean Power Plan and What Solar Can Learn from Volkswagen http://t.co/O6hgNz3OI3",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653898090198528001",activity,object,post,2015-10-13T11:40:28.000Z,object,object,http://twitter.com/yescomputers/statuses/653898090198528001,"Volkswagen identifies 1,950 faulty cars in China, could have EU loans recalled http://t.co/DIgSlBHRj1",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653898031482322944",activity,object,post,2015-10-13T11:40:14.000Z,object,object,http://twitter.com/fgranik/statuses/653898031482322944,Volkswagen to Switch Technology It Uses to Control Diesel Emissions: The automaker will use a selective cataly... http://t.co/HEDdla6UKf,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653898397322121218",activity,object,post,2015-10-13T11:41:41.000Z,object,object,http://twitter.com/HawaiiNewsNow/statuses/653898397322121218,"VW brand to change diesel technology, cut investments: Volkswagen's flagship brand will switch to new ... http://t.co/cetU5BIuGd #HINews",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653898620144648193",activity,object,share,2015-10-13T11:42:34.000Z,object,object,http://twitter.com/DubLuvTuning/statuses/653898620144648193,"RT @bucknasty1213: #volknation #islandstrong  #vno6m #vw ..follow us @volksnation #volkswagen @ Melville, New York https://t.co/wKm50KDkZk",object,0,object,low,1,-,-,-
"tag:search.twitter.com,2005:653898925196247041",activity,object,post,2015-10-13T11:43:47.000Z,object,object,http://twitter.com/OIGEL/statuses/653898925196247041,#Autos - #Volkswagen #Cars – Volkswagen may give money to owners of emissions-cheating car... http://t.co/qTOtcbLq4x - #Automotive #Cars,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653899189273800704",activity,object,post,2015-10-13T11:44:50.000Z,object,object,http://twitter.com/meghmcg/statuses/653899189273800704,I have a feeling this won't help VW's image. #erhet413 https://t.co/Lzyi8I30ZE,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653899081459335168",activity,object,share,2015-10-13T11:44:24.000Z,object,object,http://twitter.com/cgpb/statuses/653899081459335168,"RT @Conservative_VW: FYI ...

Columbus never set foot in North America

Just the Bahamas &amp; Central America

So why Axe him in Detroit?😏 htt…",object,0,object,low,6,-,-,-
"tag:search.twitter.com,2005:653898986248634368",activity,object,post,2015-10-13T11:44:01.000Z,object,object,http://twitter.com/bradleyarcuri/statuses/653898986248634368,"RT http://t.co/AS4w9SUVlg VW brand to change diesel technology, cut investments (DAVID McHUGH/AP Business News):… http://t.co/PMP3VRECaB",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653899027998765056",activity,object,share,2015-10-13T11:44:11.000Z,object,object,http://twitter.com/CarolOnAdvLaw/statuses/653899027998765056,RT @lucymarcus: That didn't take long: Leonardo DiCaprio to produce Volkswagen emissions scandal movie http://t.co/6NSNJADiX7,object,0,object,low,4,-,-,-
"tag:search.twitter.com,2005:653899035678515200",activity,object,post,2015-10-13T11:44:13.000Z,object,object,http://twitter.com/ATVIAssist/statuses/653899035678515200,"@Amazing_Aamir The Black Ops 3 personalization packs are only available in NA at the moment Aamir, sorry. ^VW",object,0,object,low,0,-,-,object
"tag:search.twitter.com,2005:653899281276010496",activity,object,post,2015-10-13T11:45:12.000Z,object,object,http://twitter.com/AbiAutoParts/statuses/653899281276010496,VW emissions scandal - new Phaeton confirmed amid €1bn spending cuts | http://t.co/09PQUBMAOB #auto #car #automobile #news,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653899680821084160",activity,object,share,2015-10-13T11:46:47.000Z,object,object,http://twitter.com/travismclark/statuses/653899680821084160,RT @Mr_Bundesliga: Wolfsburg's first casualty of the VW scandal that should see investment plummet: a €30-40m youth training center that no…,object,0,object,low,26,-,-,-
"tag:search.twitter.com,2005:653899614454738944",activity,object,post,2015-10-13T11:46:31.000Z,object,object,http://twitter.com/skelliam/statuses/653899614454738944,".@LeoDiCaprio The BP oil spill came and went, yet no movie. #disappointing  http://t.co/9p2iq0LFSB",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653899937705537536",activity,object,share,2015-10-13T11:47:48.000Z,object,object,http://twitter.com/BrettHastings/statuses/653899937705537536,"RT @VanagonNews: On yer bike: the beginning of the end for diesels: This morning, as the news broke that 400,000 VW diesel vehi... http://t…",object,0,object,low,1,-,-,-
"tag:search.twitter.com,2005:653900177900720128",activity,object,post,2015-10-13T11:48:45.000Z,object,object,http://twitter.com/Darth_Marques/statuses/653900177900720128,"The Volkswagen scandal is getting its own movie now? Seriously, it only took a week or two.",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:653900046019129344",activity,object,share,2015-10-13T11:48:14.000Z,object,object,http://twitter.com/Darlainky/statuses/653900046019129344,"RT @mrsmith196645: I'm, punch your sister while yelling ""punch bug"" at the top of your lungs when a VW Beetle goes by, years old.",object,0,object,low,13,-,-,-
"tag:search.twitter.com,2005:653900374936387584",activity,object,post,2015-10-13T11:49:32.000Z,object,object,http://twitter.com/CyberNewspaper/statuses/653900374936387584,"VW crisis won't cause lasting damage to German economy-econmin: BERLIN, Oct 13 (Reuters) - German Economy Mini... http://t.co/xUDT1STDZ5",object,0,object,low,0,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,object,-,-
"tag:search.twitter.com,2005:679121982420463616",activity,object,post,2015-12-22T02:11:12.000Z,object,object,http://twitter.com/fgranik/statuses/679121982420463616,VW Executive Had a Pivotal Role as Car Maker Struggled With Emissions: Wolfgang Hatz headed engine and transmi... https://t.co/4qNBqv6NtZ,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679122553256828928",activity,object,share,2015-12-22T02:13:28.000Z,object,object,http://twitter.com/Mhm_domski/statuses/679122553256828928,"RT @DONsuratos: Now you see WHY all their co-actors were sooo HAPPY for them during SPS??? #TamaNaYan ❤️ 

#ALDUBBetterHALF https://t.co/vW…",object,0,object,low,5,-,-,-
"tag:search.twitter.com,2005:679122877791264769",activity,object,post,2015-12-22T02:14:46.000Z,object,object,http://twitter.com/kpmck63/statuses/679122877791264769,"@Conservative_VW 
BB-8 is gonna make everyone forget about R2. 
Very sad.  #StarWars",object,0,object,low,0,-,-,object
"tag:search.twitter.com,2005:679122793447989248",activity,object,share,2015-12-22T02:14:26.000Z,object,object,http://twitter.com/JasonDean227/statuses/679122793447989248,RT @Conservative_VW: R2D2 gets no respect ... https://t.co/b7jYdGZ5Qm,object,0,object,low,9,-,-,-
"tag:search.twitter.com,2005:679123143005495297",activity,object,share,2015-12-22T02:15:49.000Z,object,object,http://twitter.com/janelvillamayor/statuses/679123143005495297,"RT @DONsuratos: Now you see WHY all their co-actors were sooo HAPPY for them during SPS??? #TamaNaYan ❤️ 

#ALDUBBetterHALF https://t.co/vW…",object,0,object,low,51,-,-,-
"tag:search.twitter.com,2005:679123070750101505",activity,object,share,2015-12-22T02:15:32.000Z,object,object,http://twitter.com/NeverUMike/statuses/679123070750101505,RT @Conservative_VW: R2D2 gets no respect ... https://t.co/b7jYdGZ5Qm,object,0,object,low,10,-,-,-
"tag:search.twitter.com,2005:679123004979310592",activity,object,post,2015-12-22T02:15:16.000Z,object,object,http://twitter.com/nicolesherburne/statuses/679123004979310592,.@elonmusk &amp; green transport leaders offer to forgive @VW cheating in exchange for nationwide #EV charging network. https://t.co/CGhW63GaC0,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679122941942960128",activity,object,post,2015-12-22T02:15:01.000Z,object,object,http://twitter.com/pamelamaynard/statuses/679122941942960128,#Win VW Bus and Pencil Case- how cute!! US ends 12/21 https://t.co/VQPvjhBIe3,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679122956774203392",activity,object,post,2015-12-22T02:15:05.000Z,object,object,http://twitter.com/Naturallofts/statuses/679122956774203392,"#LatestNews NaturalLofts podcast : Elon Musk has some thoughts on VW's punishment.
https://t.co/4JgE1fuJlJ https://t.co/hie4aUO1nq",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123642224017408",activity,object,post,2015-12-22T02:17:48.000Z,object,object,http://twitter.com/OIGEL/statuses/679123642224017408,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a hu... https://t.co/uXYSRjW5jR / #nfl",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123663971467265",activity,object,post,2015-12-22T02:17:53.000Z,object,object,http://twitter.com/OIGEL/statuses/679123663971467265,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will ... https://t.co/uXYSRjW5jR #chrome #Google",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123666295119873",activity,object,post,2015-12-22T02:17:54.000Z,object,object,http://twitter.com/OIGEL/statuses/679123666295119873,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cos... https://t.co/uXYSRjW5jR #NFL #SPORTS",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123481884237824",activity,object,post,2015-12-22T02:17:10.000Z,object,object,http://twitter.com/moeracreative/statuses/679123481884237824,I added a video to a @YouTube playlist https://t.co/kZ7dxyOm5u GoPro Hero 4 Footage - Death of a Volkswagen Beetle,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123497663221760",activity,object,post,2015-12-22T02:17:14.000Z,object,object,http://twitter.com/MattCroweAHHHA/statuses/679123497663221760,VW Executive Had a Pivotal Role as Car Maker Struggled With Emissions https://t.co/aAPFdyfpeY,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123761300242432",activity,object,post,2015-12-22T02:18:16.000Z,object,object,http://twitter.com/Johnmartin122/statuses/679123761300242432,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/p3oV7tdgET #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123762713784320",activity,object,post,2015-12-22T02:18:17.000Z,object,object,http://twitter.com/Blogxpcom/statuses/679123762713784320,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/1m6g5dJATv #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123765691727872",activity,object,post,2015-12-22T02:18:17.000Z,object,object,http://twitter.com/Blogxpcom/statuses/679123765691727872,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/MAM5DFmoyC #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123767298158596",activity,object,post,2015-12-22T02:18:18.000Z,object,object,http://twitter.com/Blogxpcom/statuses/679123767298158596,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/PGX9SQOExt #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123764106268672",activity,object,post,2015-12-22T02:18:17.000Z,object,object,http://twitter.com/Blogxpcom/statuses/679123764106268672,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/07D8TK0cDC #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123792698851328",activity,object,post,2015-12-22T02:18:24.000Z,object,object,http://twitter.com/lehohejonews/statuses/679123792698851328,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/Jw2pkYKVcW #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123707659358208",activity,object,post,2015-12-22T02:18:04.000Z,object,object,http://twitter.com/Bcvoadcom/statuses/679123707659358208,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/q4psXQDQse #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123706019364864",activity,object,post,2015-12-22T02:18:03.000Z,object,object,http://twitter.com/Bcvoadcom/statuses/679123706019364864,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/fxCDEQMOmo #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123708535898112",activity,object,post,2015-12-22T02:18:04.000Z,object,object,http://twitter.com/AsWullandarii/statuses/679123708535898112,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/7qnxwJQ2ML #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123711111204864",activity,object,post,2015-12-22T02:18:04.000Z,object,object,http://twitter.com/Bcvoadcom/statuses/679123711111204864,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/5eIR1WPhCv #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123709110579205",activity,object,post,2015-12-22T02:18:04.000Z,object,object,http://twitter.com/Bcvoadcom/statuses/679123709110579205,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/R2FDA7BIkV #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123710503063552",activity,object,post,2015-12-22T02:18:04.000Z,object,object,http://twitter.com/AndrSapuutra/statuses/679123710503063552,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/DSowME4mg7 #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123713720115200",activity,object,post,2015-12-22T02:18:05.000Z,object,object,http://twitter.com/Bcvoadcom/statuses/679123713720115200,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/jZhSaCA3Uf #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123717016825856",activity,object,post,2015-12-22T02:18:06.000Z,object,object,http://twitter.com/Bcvoadcom/statuses/679123717016825856,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/eIpHHV5lXT #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123722431664129",activity,object,share,2015-12-22T02:18:07.000Z,object,object,http://twitter.com/GretchenInOK/statuses/679123722431664129,"RT @Conservative_VW: Well ...

There you have it then ...

A wine glass holder 😂😂👍👍 https://t.co/isjxkWDbCf",object,0,object,low,8,-,-,-
"tag:search.twitter.com,2005:679123731684265986",activity,object,post,2015-12-22T02:18:09.000Z,object,object,http://twitter.com/Lujiferondo/statuses/679123731684265986,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/dOCqpyl8sS #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123733265575936",activity,object,post,2015-12-22T02:18:10.000Z,object,object,http://twitter.com/Brtihseno/statuses/679123733265575936,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/g6oF30wNjT #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679123751137443840",activity,object,post,2015-12-22T02:18:14.000Z,object,object,http://twitter.com/TahlitaZahhran/statuses/679123751137443840,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost a huge… https://t.co/SNoeZbHtV7 #Autos",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679124153698353153",activity,object,post,2015-12-22T02:19:50.000Z,object,object,http://twitter.com/OIGEL/statuses/679124153698353153,"#ElonMusk #VW – Elon Musk and others: Forget VW diesels, make electric cars instead – It will cost... https://t.co/uXYSRjW5jR #motoGP #GP",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:679124127869968386",activity,object,share,2015-12-22T02:19:44.000Z,object,object,http://twitter.com/michael_szumega/statuses/679124127869968386,RT @Conservative_VW: R2D2 gets no respect ... https://t.co/b7jYdGZ5Qm,object,0,object,low,11,-,-,-
"tag:search.twitter.com,2005:679124057288261633",activity,object,share,2015-12-22T02:19:27.000Z,object,object,http://twitter.com/SweetTea_Pasta/statuses/679124057288261633,"RT @Conservative_VW: Hillary's top ten donors ain't we the people 😂😂

She's deep in bed with Wall Street https://t.co/jeazWmt7j3",object,0,object,low,61,-,-,-
"tag:search.twitter.com,2005:679123999528456192",activity,object,post,2015-12-22T02:19:13.000Z,object,object,http://twitter.com/vapedeals1/statuses/679123999528456192,"Vaping lot, mod, rda, apv, mech mod, rba, vape, kick chip, vv/vw https://t.co/h1FsijdFXN #vape #vaporizer #vapejuice",object,0,object,low,0,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,object,-,-
"tag:search.twitter.com,2005:646710826989174784",activity,object,share,2015-09-23T15:40:51.000Z,object,object,http://twitter.com/wildwonderweb/statuses/646710826989174784,"RT @LisaCron: Geez, clearly he never saw Casablanca: Volkswagen CEO Resigns, Saying He's 'Shocked' By Emissions Scandal http://t.co/vE8USWW…",object,0,object,low,2,-,-,-
"tag:search.twitter.com,2005:646710825613459456",activity,object,post,2015-09-23T15:40:50.000Z,object,object,http://twitter.com/hughlang/statuses/646710825613459456,Cartoon art needed: VW diesel with cigarette filter added to tailpipe. #dieselgate,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710835474075648",activity,object,post,2015-09-23T15:40:53.000Z,object,object,http://twitter.com/econeye/statuses/646710835474075648,"ZH: VW CEO Winterkorn Steps Down Despite Being ""Unaware Of Any Wrongdoing"": Despite saying that press reports ... http://t.co/yZunZx6iQy",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710835763548160",activity,object,post,2015-09-23T15:40:53.000Z,object,object,http://twitter.com/CaliforniaLung/statuses/646710835763548160,What #VW should pay here for illegal spewing of deadly #diesel #pollution @SacBeeEditBoard http://t.co/chUDcaPVnG #EV #ZEV #asthma research,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710839135870976",activity,object,post,2015-09-23T15:40:54.000Z,object,object,http://twitter.com/DoreenRomans/statuses/646710839135870976,"The company also said it would set aside 6.5 billion euros, or about $7.3 billion — the equivalent of half a year’s…https://t.co/sYUUKztpUe",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710835738451968",activity,object,share,2015-09-23T15:40:53.000Z,object,object,http://twitter.com/Gregatao/statuses/646710835738451968,"RT @nytimes: Volkswagen's chief has resigned, taking responsibility for the auto-maker's emissions cheating scandal http://t.co/DOjcDXCDbt",object,0,object,low,117,-,-,-
"tag:search.twitter.com,2005:646710837516759040",activity,object,share,2015-09-23T15:40:53.000Z,object,object,http://twitter.com/JulyReports/statuses/646710837516759040,RT @AP: BREAKING: Volkswagen CEO Martin Winterkorn says he is stepping down.,object,0,object,low,484,-,-,-
"tag:search.twitter.com,2005:646710837118238721",activity,object,post,2015-09-23T15:40:53.000Z,object,object,http://twitter.com/GearheadGurlie/statuses/646710837118238721,Whaaaaaaaaaaaaaaaat?!?!?!?! http://t.co/jFJWXjc7QW,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710843355328512",activity,object,share,2015-09-23T15:40:55.000Z,object,object,http://twitter.com/timmypobrien/statuses/646710843355328512,RT @RampCapitalLLC: Full Disclosure: I used to drive a '95 VW Passat (before I was rich),object,0,object,low,1,-,-,-
"tag:search.twitter.com,2005:646710850208825344",activity,object,post,2015-09-23T15:40:56.000Z,object,object,http://twitter.com/lelandry/statuses/646710850208825344,Glad I didn't get that adorable little pollution spewing VW. It really wouldn't have been a public radio thing to do.,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710851576143873",activity,object,post,2015-09-23T15:40:56.000Z,object,object,http://twitter.com/cnnvan/statuses/646710851576143873,3 things you need to know about the Volkswagen scandal http://t.co/359jq5iL5h,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710851769118720",activity,object,share,2015-09-23T15:40:57.000Z,object,object,http://twitter.com/dinodaizovi/statuses/646710851769118720,"RT @dotMudge: Basically, VW EPA cheat mode is:

if (drive_wheels_moving &amp;&amp; non_drive_wheels_stationary) {
Enable_Dyno_mode();
}

 http://t.…",object,0,object,low,91,-,-,-
"tag:search.twitter.com,2005:646710854273138688",activity,object,share,2015-09-23T15:40:57.000Z,object,object,http://twitter.com/fredwalton216/statuses/646710854273138688,RT @SputnikInt: DETAILS: #Volkswagen could face up to $18bln in fines http://t.co/yJWC6ttDW3 #MartinWinterkornz http://t.co/hT7rXPLaJV,object,0,object,low,6,-,-,-
"tag:search.twitter.com,2005:646710860165976064",activity,object,share,2015-09-23T15:40:59.000Z,object,object,http://twitter.com/amstanley/statuses/646710860165976064,"RT @csoghoian: Academic lab discovers VW emissions irregularities, they presented data at a conference, EPA staff in the audience. http://t…",object,0,object,low,12,-,-,-
"tag:search.twitter.com,2005:646710780868431872",activity,object,post,2015-09-23T15:40:40.000Z,object,object,http://twitter.com/trendinaliaUS/statuses/646710780868431872,"6. Kam Chancellor
7. #BiVisibilityDay
8. Josh McCown
9. #OopsIAccidentallyJust
10. Volkswagen CEO

2015/9/23 10:38 CDT",object,0,object,low,0,-,object,object
"tag:search.twitter.com,2005:646710778758844416",activity,object,post,2015-09-23T15:40:39.000Z,object,object,http://twitter.com/NathanBomey/statuses/646710778758844416,"ALERT: Volkswagen's executive committee says it's ""expecting further personnel consequences in the next days"" as investigation proceeds.",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710795087290368",activity,object,share,2015-09-23T15:40:43.000Z,object,object,http://twitter.com/lindachung321/statuses/646710795087290368,RT @business: BREAKING: #Volkswagen CEO Martin Winterkorn to step down over emissions scandal http://t.co/ezJvzgMnpa http://t.co/PQGeTsoKDS,object,0,object,low,309,-,-,-
"tag:search.twitter.com,2005:646710806445297665",activity,object,share,2015-09-23T15:40:46.000Z,object,object,http://twitter.com/drew/statuses/646710806445297665,RT @felixsalmon: This is deeply depressing while also helping to explain the otherwise inexplicable behavior of VW https://t.co/YaPV6N5POr,object,0,object,low,4,-,-,-
"tag:search.twitter.com,2005:646710726497726464",activity,object,post,2015-09-23T15:40:27.000Z,object,object,http://twitter.com/duomark/statuses/646710726497726464,"The level of marketing around ""clean diesel"" directly contradicts Winterkom's claims. He either ordered or supported #VW's actions.",object,0,object,low,0,-,-,object
"tag:search.twitter.com,2005:646710734928379904",activity,object,post,2015-09-23T15:40:29.000Z,object,object,http://twitter.com/isoldapeguero/statuses/646710734928379904,"Volkswagen Scandal: CEO Martin Winterkorn Steps Down, Calling for 'Fresh Start' http://t.co/YJZF1RNVPJ via @nbcnews",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710735612047360",activity,object,post,2015-09-23T15:40:29.000Z,object,object,http://twitter.com/PurelyNicole/statuses/646710735612047360,"@DCDanKing @VW I worry about that with most brands. @MazdaUSA has been amazing, but they don't have an AWD (or RWD) turbo car.",object,0,object,low,0,-,-,object
"tag:search.twitter.com,2005:646710739277885441",activity,object,post,2015-09-23T15:40:30.000Z,object,object,http://twitter.com/13WHAM/statuses/646710739277885441,VW CEO steps down amid emissions scandal http://t.co/PM9dBBW7iI #13WHAM,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710742784176129",activity,object,share,2015-09-23T15:40:31.000Z,object,object,http://twitter.com/H0wie_Xu/statuses/646710742784176129,RT @business: Resignation statement from #Volkswagen CEO Martin Winterkorn http://t.co/J45964Ros1 http://t.co/J5S9Gjig9s,object,0,object,low,75,-,-,-
"tag:search.twitter.com,2005:646710753282527232",activity,object,post,2015-09-23T15:40:33.000Z,object,object,http://twitter.com/yujitamashiron/statuses/646710753282527232,Volkswagen chief Winterkorn resigns: Volkswagen chief executive Martin Winterkorn resigns following the revelation that the carmaker ...,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710752590467072",activity,object,post,2015-09-23T15:40:33.000Z,object,object,http://twitter.com/yujitamashiron/statuses/646710752590467072,Volkswagen: The scandal explained: What happened and how?,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710753781612545",activity,object,share,2015-09-23T15:40:33.000Z,object,object,http://twitter.com/peaksoil/statuses/646710753781612545,"RT @MarcoInBxl: Not trying to rub it in, but...
#VW #Winterkorn http://t.co/zXINnRZsXL",object,0,object,low,10,-,-,-
"tag:search.twitter.com,2005:646710759070658562",activity,object,post,2015-09-23T15:40:34.000Z,object,object,http://twitter.com/Sunnyvale_News/statuses/646710759070658562,"Buckle up, Volkswagen: Class-action lawsuits likely coming: To say that German auto manufacturer Volkswagen has had… http://t.co/5MVUHcteaX",object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710757678157824",activity,object,post,2015-09-23T15:40:34.000Z,object,object,http://twitter.com/BlackLarryKing/statuses/646710757678157824,Has there ever been a worse German leader than Volkswagen CEO Martin Winterkorn?,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710762451283968",activity,object,post,2015-09-23T15:40:35.000Z,object,object,http://twitter.com/youshouldknowSD/statuses/646710762451283968,The Latest: VW CEO steps down amid scandal http://t.co/hcZHK2vUpI,object,0,object,low,0,-,-,-
"tag:search.twitter.com,2005:646710765450203136",activity,object,share,2015-09-23T15:40:36.000Z,object,object,http://twitter.com/BandarRAlraihan/statuses/646710765450203136,"RT @cnnbrk: Volkswagen CEO Martin Winterkorn resigns, says company can overcome ""grave crisis"" of emissions cheating scandal. http://t.co/w…",object,0,object,low,186,-,-,-
